Region,Latitude,Longitude,RSL,RSLer_up_2sd,RSLer_low_2sd,Age,Age_up_er_2sd,Age_low_er_2sd,Limiting,Indicator,Region,CC
Inner Chesapeake,38.544,-76.427,-28.03,0.67,0.67,1667,105,105,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-28.62,0.67,0.67,1540,137,137,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-28.13,0.67,0.67,1416,165,165,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-27.23,0.67,0.67,896,355,355,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-26.83,0.67,0.67,848,166,166,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-28.13,0.67,0.67,824,150,150,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-26.33,0.67,0.67,780,142,142,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-26.95,0.67,0.67,769,136,136,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-11.32,0.67,0.67,768,103,103,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-27.23,0.67,0.67,764,131,131,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-27.54,0.67,0.67,713,75,75,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-29.03,0.67,0.67,700,158,158,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-27.23,0.67,0.67,628,329,329,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-25.63,0.67,0.67,598,127,127,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-10.4,0.67,0.67,528,99,99,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-11.02,0.67,0.67,481,63,63,-1,1,10,0
Inner Chesapeake,38.538,-76.43,-24.2,0.67,0.67,424,92,92,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-9.77,0.67,0.67,403,88,88,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-10.06,0.67,0.67,386,91,91,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-10.34,0.67,0.67,341,95,95,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-26.15,0.67,0.67,278,135,135,-1,1,10,0
Inner Chesapeake,38.538,-76.43,-23.11,0.67,0.67,254,112,112,-1,1,10,0
Inner Chesapeake,38.544,-76.427,-25.73,0.67,0.67,237,118,118,-1,1,10,0
Inner Chesapeake,38.331,-76.378,-10.27,0.67,0.67,204,93,93,-1,1,10,0
Inner Chesapeake,38.538,-76.43,-23.88,0.67,0.67,133,133,133,-1,1,10,0
Inner Chesapeake,38.053,-76.221,-23.29,0.68,0.68,10523,109,109,-1,1,10,0
Inner Chesapeake,38.053,-76.221,-22.72,0.68,0.68,10176,218,218,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-30.96,0.68,0.68,9921,224,224,-1,1,10,0
Inner Chesapeake,38.887,-76.392,-44.1,0.68,0.68,9343,114,114,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-31.55,0.68,0.68,8664,190,190,-1,1,10,0
Inner Chesapeake,38.887,-76.392,-44.36,0.68,0.68,7575,89,89,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-31.88,0.68,0.68,7556,110,110,-1,1,10,0
Inner Chesapeake,38.887,-76.392,-44.21,0.68,0.68,7530,82,82,-1,1,10,0
Inner Chesapeake,38.887,-76.392,-44.1,0.68,0.68,7185,113,113,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-30.96,0.68,0.68,7048,124,124,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-30.29,0.68,0.68,6930,184,184,-1,1,10,0
Inner Chesapeake,38.887,-76.392,-43.21,0.68,0.68,6750,101,101,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-29.72,0.68,0.68,6559,139,139,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-28.83,0.68,0.68,4790,163,163,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-27.69,0.68,0.68,4660,139,139,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-25.83,0.68,0.68,4140,156,156,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-25.26,0.68,0.68,2119,604,604,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-25.87,0.68,0.68,2063,217,217,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-24.92,0.68,0.68,1085,152,152,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-26.06,0.68,0.68,789,108,108,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-24.24,0.68,0.68,780,90,90,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-24.06,0.68,0.68,701,53,53,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-24.2,0.68,0.68,578,66,66,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-23.56,0.68,0.68,498,58,58,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-24.16,0.68,0.68,481,42,42,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-22.76,0.68,0.68,133,133,133,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-33.57,0.69,0.69,10234,271,271,-1,1,10,0
Inner Chesapeake,38.031,-76.215,-33.49,0.69,0.69,9631,171,171,-1,1,10,0
Inner Chesapeake,38.028,-76.22,-23.38,0.7,0.7,138,138,138,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-16.26,0.77,0.77,7650,86,86,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-16.01,0.77,0.77,7359,199,199,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-15.33,0.77,0.77,6488,140,140,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-14.75,0.77,0.77,5715,117,117,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-14.75,0.77,0.77,5595,124,124,-1,1,10,0
Inner Chesapeake,38.879,-76.44,-14.4,0.77,0.77,4596,174,174,-1,1,10,0
Inner Chesapeake,39,-76.1,-1.92,0.33,0.33,1103,308,308,0,1,10,0
Inner Chesapeake,38.4,-76.1,-3.34,0.34,0.34,3044,314,314,0,1,10,0
Inner Chesapeake,38.4,-76.1,-3.64,0.34,0.34,2527,319,319,0,1,10,0
Inner Chesapeake,38.4,-76.1,-5.57,0.35,0.35,4083,354,354,0,1,10,0
Inner Chesapeake,39,-76.1,-5.17,0.35,0.35,3662,397,397,0,1,10,0
Inner Chesapeake,39,-76.1,-10.87,0.36,0.36,5160,305,305,0,1,10,0
Eastern Shore,37.145,-75.946,-2.69,0.26,0.26,2234,82,82,0,1,11,0
Eastern Shore,37.58,-75.65,-5.16,0.44,0.44,2615,273,273,-1,1,11,0
Eastern Shore,37.58,-75.65,-1.66,0.44,0.44,929,202,202,-1,1,11,0
Eastern Shore,37.35,-75.81,-1.99,0.44,0.44,519,106,106,-1,1,11,0
Eastern Shore,37.43,-75.76,-1.4,0.44,0.44,519,89,89,-1,1,11,0
Eastern Shore,37.35,-75.81,-1.54,0.44,0.44,210,210,210,-1,1,11,0
Eastern Shore,37.58,-75.65,-2.57,0.44,0.44,199,199,199,-1,1,11,0
Eastern Shore,37.43,-75.76,-1.3,0.44,0.44,113,113,113,-1,1,11,0
Eastern Shore,37.145,-75.946,-2.15,0.26,0.26,1474,58,58,0,1,11,0
Eastern Shore,37.396,-75.867,-1.62,0.26,0.26,1442,76,76,0,1,11,0
Eastern Shore,37.287,-75.917,-1.35,0.26,0.26,1351,48,48,0,1,11,0
Eastern Shore,37.75,-75.56,-1.88,0.44,0.44,1556,163,163,0,1,11,0
Eastern Shore,37.15,-75.9,-1.03,0.44,0.44,1351,169,169,0,1,11,0
Eastern Shore,37.75,-75.56,-1.25,0.44,0.44,1114,147,147,0,1,11,0
Eastern Shore,37.81,-75.52,-0.8,0.44,0.44,642,90,90,0,1,11,0
Eastern Shore,37.81,-75.52,-1.11,0.44,0.44,611,72,72,0,1,11,0
Eastern Shore,37.75,-75.56,-7.02,0.47,0.47,5315,267,267,0,1,11,0
Eastern Shore,37.622,-75.678,-8.46,0.47,0.47,5097,206,206,0,1,11,0
Eastern Shore,37.622,-75.678,-8.42,0.47,0.47,5082,204,204,0,1,11,0
Eastern Shore,37.622,-75.678,-8,0.47,0.47,5075,204,204,0,1,11,0
Eastern Shore,37.81,-75.52,-5.83,0.47,0.47,3889,189,189,0,1,11,0
Eastern Shore,37.75,-75.56,-2.87,0.47,0.47,2175,172,172,0,1,11,0
Eastern Shore,37.15,-75.9,0.1,0.1,0.1,1644,229,229,1,1,11,0
Eastern Shore,37.58,-75.65,-5.17,0.53,0.53,5926,334,334,1,1,11,0
Eastern Shore,37.58,-75.65,-6.26,0.53,0.53,5006,278,278,1,1,11,0
Eastern Shore,37.58,-75.65,-1.92,0.53,0.53,2566,201,201,1,1,11,0
Eastern Shore,37.58,-75.65,-3.73,0.54,0.54,3649,185,185,1,1,11,0
Eastern Shore,37.58,-75.65,-3.73,0.54,0.54,3353,482,482,1,1,11,0
North Carolina,33.59,-77.88,-24.64,0.51,0.51,11669,968,968,1,1,12,0
North Carolina,34.1,-78,-3.03,0.59,0.59,3644,257,257,0,1,12,0
North Carolina,34.1,-78,-0.93,0.59,0.59,1267,279,279,0,1,12,0
North Carolina,34.1,-78,-8.03,0.6,0.6,6539,617,617,0,1,12,0
North Carolina,34.1,-78,-4.23,0.6,0.6,3916,324,324,0,1,12,0
North Carolina,34.1,-78,-3.43,0.6,0.6,3647,258,258,0,1,12,0
North Carolina,34.1,-78,-3.03,0.6,0.6,3644,257,257,0,1,12,0
North Carolina,34.1,-78,-5.53,0.63,0.63,4333,488,488,0,1,12,0
North Carolina,34.7,-77.1,-1.27,0.58,0.58,1646,244,244,0,1,12,0
North Carolina,34.7,-77.1,-0.77,0.58,0.58,1056,358,358,0,1,12,0
North Carolina,34.8,-76.49,-1.91,0.25,0.25,2197,485,485,0,1,12,0
North Carolina,34.8,-76.49,-0.73,0.25,0.25,585,585,585,0,1,12,0
North Carolina,34.8,-76.49,-2.43,0.19,0.19,6535,321,321,1,1,12,0
North Carolina,34.8,-76.49,-2.01,0.19,0.19,3581,701,701,1,1,12,0
North Carolina,34.9,-76.26,-2.91,0.51,0.51,1127,136,136,-1,1,12,0
North Carolina,34.97,-76.38,-1.19,0.2,0.2,1553,136,136,0,1,12,0
North Carolina,34.97,-76.38,-0.97,0.2,0.2,1248,65,65,0,1,12,0
North Carolina,34.97,-76.38,-0.67,0.2,0.2,832,89,89,0,1,12,0
North Carolina,34.97,-76.38,-0.47,0.2,0.2,413,96,96,0,1,12,0
North Carolina,34.97,-76.38,-0.36,0.2,0.2,404,89,89,0,1,12,0
North Carolina,34.97,-76.38,-1.15,0.21,0.21,862,67,67,0,1,12,0
North Carolina,34.97,-76.38,-1.04,0.21,0.21,797,104,104,0,1,12,0
North Carolina,34.97,-76.38,-0.8,0.21,0.21,572,63,63,0,1,12,0
North Carolina,34.97,-76.38,-0.55,0.21,0.21,150,150,150,0,1,12,0
North Carolina,34.971,-76.38,-1.33,0.06,0.06,958,193,193,0,1,12,1
North Carolina,34.971,-76.38,-1.3,0.06,0.06,938,179,179,0,1,12,1
North Carolina,34.971,-76.38,-1.3,0.06,0.06,925,168,168,0,1,12,1
North Carolina,34.971,-76.38,-1.23,0.06,0.06,906,153,153,0,1,12,1
North Carolina,34.971,-76.38,-1.26,0.06,0.06,873,125,125,0,1,12,1
North Carolina,34.971,-76.38,-1.22,0.06,0.06,853,107,107,0,1,12,1
North Carolina,34.971,-76.38,-1.23,0.06,0.06,840,96,96,0,1,12,1
North Carolina,34.971,-76.38,-1.08,0.06,0.06,802,68,68,0,1,12,1
North Carolina,34.971,-76.38,-1.08,0.06,0.06,783,63,63,0,1,12,1
North Carolina,34.971,-76.38,-1.05,0.06,0.06,770,59,59,0,1,12,1
North Carolina,34.971,-76.38,-1.01,0.06,0.06,750,52,52,0,1,12,1
North Carolina,34.971,-76.38,-1,0.06,0.06,735,46,46,0,1,12,1
North Carolina,34.971,-76.38,-0.97,0.06,0.06,707,46,46,0,1,12,1
North Carolina,34.971,-76.38,-0.96,0.06,0.06,689,46,46,0,1,12,1
North Carolina,34.971,-76.38,-0.97,0.06,0.06,664,46,46,0,1,12,1
North Carolina,34.971,-76.38,-0.88,0.06,0.06,605,42,42,0,1,12,1
North Carolina,34.971,-76.38,-0.84,0.06,0.06,588,40,40,0,1,12,1
North Carolina,34.971,-76.38,-0.84,0.06,0.06,562,34,34,0,1,12,1
North Carolina,34.971,-76.38,-0.82,0.06,0.06,537,25,25,0,1,12,1
North Carolina,34.971,-76.38,-0.73,0.06,0.06,503,28,28,0,1,12,1
North Carolina,34.971,-76.38,-0.71,0.06,0.06,483,30,30,0,1,12,1
North Carolina,34.971,-76.38,-0.67,0.06,0.06,460,30,30,0,1,12,1
North Carolina,34.971,-76.38,-0.65,0.06,0.06,428,34,34,0,1,12,1
North Carolina,34.971,-76.38,-0.66,0.06,0.06,408,35,35,0,1,12,1
North Carolina,34.971,-76.38,-0.63,0.06,0.06,379,32,32,0,1,12,1
North Carolina,34.971,-76.38,-0.59,0.06,0.06,359,27,27,0,1,12,1
North Carolina,34.971,-76.38,-0.56,0.06,0.06,346,27,27,0,1,12,1
North Carolina,34.971,-76.38,-0.64,0.06,0.06,327,28,28,0,1,12,1
North Carolina,34.971,-76.38,-0.63,0.06,0.06,309,29,29,0,1,12,1
North Carolina,34.971,-76.38,-0.62,0.06,0.06,300,28,28,0,1,12,1
North Carolina,34.971,-76.38,-0.57,0.06,0.06,283,26,26,0,1,12,1
North Carolina,34.971,-76.38,-0.56,0.06,0.06,258,29,29,0,1,12,1
North Carolina,34.971,-76.38,-0.53,0.06,0.06,235,33,33,0,1,12,1
North Carolina,34.971,-76.38,-0.54,0.06,0.06,223,33,33,0,1,12,1
North Carolina,34.971,-76.38,-0.48,0.06,0.06,190,29,29,0,1,12,1
North Carolina,34.971,-76.38,-0.43,0.06,0.06,165,21,21,0,1,12,1
North Carolina,34.971,-76.38,-0.46,0.06,0.06,124,16,16,0,1,12,1
North Carolina,34.971,-76.38,-0.4,0.06,0.06,98,19,19,0,1,12,1
North Carolina,34.971,-76.38,-0.4,0.06,0.06,85,18,18,0,1,12,1
North Carolina,34.971,-76.38,-0.26,0.06,0.06,34,6,6,0,1,12,1
North Carolina,34.971,-76.38,-0.24,0.06,0.06,26,6,6,0,1,12,1
North Carolina,34.971,-76.38,-0.21,0.06,0.06,23,6,6,0,1,12,1
North Carolina,34.971,-76.38,-0.15,0.06,0.06,15,5,5,0,1,12,1
North Carolina,34.971,-76.38,-0.18,0.06,0.06,11,5,5,0,1,12,1
North Carolina,34.971,-76.38,-0.16,0.06,0.06,4,5,5,0,1,12,1
North Carolina,34.971,-76.38,-0.08,0.06,0.06,-6,2,2,0,1,12,1
North Carolina,34.971,-76.38,-0.07,0.06,0.06,-9,2,2,0,1,12,1
North Carolina,34.971,-76.38,-0.07,0.06,0.06,-11,3,3,0,1,12,1
North Carolina,34.971,-76.38,0,0.06,0.06,-23,4,4,0,1,12,1
North Carolina,34.971,-76.38,-0.01,0.06,0.06,-27,4,4,0,1,12,1
North Carolina,34.971,-76.38,0,0.06,0.06,-36,5,5,0,1,12,1
North Carolina,34.971,-76.38,-1.21,0.08,0.08,819,76,76,0,1,12,1
North Carolina,34.971,-76.38,-0.46,0.08,0.08,117,18,18,0,1,12,1
North Carolina,34.971,-76.38,-0.39,0.08,0.08,73,14,14,0,1,12,1
North Carolina,34.971,-76.38,-0.38,0.08,0.08,60,8,8,0,1,12,1
North Carolina,34.971,-76.38,-0.34,0.08,0.08,50,8,8,0,1,12,1
North Carolina,34.971,-76.38,-0.32,0.08,0.08,47,7,7,0,1,12,1
North Carolina,34.971,-76.38,-0.31,0.08,0.08,41,7,7,0,1,12,1
North Carolina,34.971,-76.38,0.02,0.08,0.08,-45,1,1,0,1,12,1
Northern NC,34.98,-76.2,-2.25,0.11,0.11,381,104,104,-1,1,17,0
Northern NC,35.16,-75.31,0.53,0.51,0.51,387,85,85,1,1,17,0
Northern NC,35.22,-75.66,-0.66,0.54,0.54,563,67,67,0,1,17,0
Northern NC,35.23,-75.68,-0.86,0.54,0.54,218,218,218,0,1,17,0
Northern NC,35.26,-75.52,-0.42,0.2,0.2,143,143,143,0,1,17,0
Northern NC,35.26,-75.52,-0.71,0.7,0.7,155,155,155,0,1,17,0
Northern NC,35.45,-75.49,-3.7,0.11,0.11,1203,137,137,-1,1,17,0
Northern NC,35.46,-75.57,-24.98,0.51,0.51,9572,146,146,-1,1,17,0
Northern NC,35.46,-75.57,-18.48,0.51,0.51,8623,214,214,-1,1,17,0
Northern NC,35.46,-75.57,-18.38,0.51,0.51,8154,157,157,-1,1,17,0
Northern NC,35.46,-75.57,-13.38,0.51,0.51,6986,173,173,-1,1,17,0
Northern NC,35.47,-75.53,-4.94,0.51,0.51,1534,164,164,-1,1,17,0
Northern NC,35.52,-75.48,-2.91,0.51,0.51,1376,124,124,-1,1,17,0
Northern NC,35.52,-75.48,-0.54,0.2,0.2,228,228,228,0,1,17,0
Northern NC,35.65,-75.46,-0.43,0.2,0.2,153,153,153,0,1,17,0
Northern NC,35.75,-75.32,-24,0.51,0.51,5914,263,263,-1,1,17,0
Northern NC,35.85,-75.62,-1.78,0.51,0.51,2553,197,197,1,1,17,0
Northern NC,35.86,-75.63,-1.78,0.51,0.51,3859,282,282,1,1,17,0
Northern NC,35.87,-75.64,-1.93,0.51,0.51,6041,271,271,1,1,17,0
Northern NC,35.87,-75.64,-1.79,0.51,0.51,2356,347,347,1,1,17,0
Northern NC,35.88,-75.71,-6.01,0.51,0.51,3407,178,178,-1,1,17,0
Northern NC,35.88,-75.68,-2.67,0.2,0.2,2696,153,153,0,1,17,0
Northern NC,35.88,-75.68,-3,0.2,0.2,2539,176,176,0,1,17,0
Northern NC,35.88,-75.68,-2.49,0.2,0.2,2522,176,176,0,1,17,0
Northern NC,35.88,-75.68,-2.68,0.2,0.2,2522,177,177,0,1,17,0
Northern NC,35.88,-75.68,-2.7,0.2,0.2,2474,125,125,0,1,17,0
Northern NC,35.88,-75.68,-2.5,0.2,0.2,2145,142,142,0,1,17,0
Northern NC,35.88,-75.68,-2.38,0.2,0.2,2051,100,100,0,1,17,0
Northern NC,35.88,-75.68,-2.28,0.2,0.2,1860,126,126,0,1,17,0
Northern NC,35.88,-75.68,-1.99,0.2,0.2,1476,63,63,0,1,17,0
Northern NC,35.88,-75.68,-1.42,0.2,0.2,1295,228,228,0,1,17,0
Northern NC,35.88,-75.68,-1.71,0.2,0.2,1118,112,112,0,1,17,0
Northern NC,35.88,-75.68,-1.5,0.2,0.2,995,62,62,0,1,17,0
Northern NC,35.88,-75.68,-1.4,0.2,0.2,882,82,82,0,1,17,0
Northern NC,35.88,-75.68,-1.26,0.2,0.2,830,87,87,0,1,17,0
Northern NC,35.88,-75.68,-1.14,0.2,0.2,827,100,100,0,1,17,0
Northern NC,35.88,-75.68,-0.77,0.2,0.2,602,56,56,0,1,17,0
Northern NC,35.88,-75.68,-0.81,0.2,0.2,572,60,60,0,1,17,0
Northern NC,35.88,-75.68,-0.69,0.2,0.2,383,78,78,0,1,17,0
Northern NC,35.88,-75.68,-0.56,0.2,0.2,150,150,150,0,1,17,0
Northern NC,35.88,-75.68,-1.84,0.54,0.54,1427,94,94,0,1,17,0
Northern NC,35.885,-75.681,-1.96,0.08,0.08,1438,52,52,0,1,17,1
Northern NC,35.885,-75.681,-1.85,0.08,0.08,1297,61,61,0,1,17,1
Northern NC,35.885,-75.681,-1.76,0.08,0.08,1276,62,62,0,1,17,1
Northern NC,35.885,-75.681,-1.71,0.08,0.08,1254,61,61,0,1,17,1
Northern NC,35.885,-75.681,-1.7,0.08,0.08,1243,60,60,0,1,17,1
Northern NC,35.885,-75.681,-0.59,0.08,0.08,302,40,40,0,1,17,1
Northern NC,35.885,-75.681,-0.58,0.08,0.08,293,40,40,0,1,17,1
Northern NC,35.885,-75.681,-0.57,0.08,0.08,274,36,36,0,1,17,1
Northern NC,35.885,-75.681,-0.19,0.08,0.08,15,4,4,0,1,17,1
Northern NC,35.885,-75.681,-2.42,0.1,0.1,1953,69,69,0,1,17,1
Northern NC,35.885,-75.681,-2.28,0.1,0.1,1786,69,69,0,1,17,1
Northern NC,35.885,-75.681,-2.19,0.1,0.1,1660,62,62,0,1,17,1
Northern NC,35.885,-75.681,-2.16,0.1,0.1,1632,58,58,0,1,17,1
Northern NC,35.885,-75.681,-2.06,0.1,0.1,1596,59,59,0,1,17,1
Northern NC,35.885,-75.681,-2.14,0.1,0.1,1575,59,59,0,1,17,1
Northern NC,35.885,-75.681,-2.02,0.1,0.1,1543,56,56,0,1,17,1
Northern NC,35.885,-75.681,-1.94,0.1,0.1,1455,52,52,0,1,17,1
Northern NC,35.885,-75.681,-1.87,0.1,0.1,1339,54,54,0,1,17,1
Northern NC,35.885,-75.681,-1.89,0.1,0.1,1330,56,56,0,1,17,1
Northern NC,35.885,-75.681,-1.66,0.1,0.1,1170,58,58,0,1,17,1
Northern NC,35.885,-75.681,-1.62,0.1,0.1,1146,60,60,0,1,17,1
Northern NC,35.885,-75.681,-1.54,0.1,0.1,1061,52,52,0,1,17,1
Northern NC,35.885,-75.681,-1.52,0.1,0.1,1018,41,41,0,1,17,1
Northern NC,35.885,-75.681,-1.46,0.1,0.1,984,39,39,0,1,17,1
Northern NC,35.885,-75.681,-1.4,0.1,0.1,944,27,27,0,1,17,1
Northern NC,35.885,-75.681,-1.39,0.1,0.1,921,32,32,0,1,17,1
Northern NC,35.885,-75.681,-1.36,0.1,0.1,910,35,35,0,1,17,1
Northern NC,35.885,-75.681,-1.34,0.1,0.1,892,38,38,0,1,17,1
Northern NC,35.885,-75.681,-1.29,0.1,0.1,856,40,40,0,1,17,1
Northern NC,35.885,-75.681,-1.2,0.1,0.1,798,40,40,0,1,17,1
Northern NC,35.885,-75.681,-1.15,0.1,0.1,766,39,39,0,1,17,1
Northern NC,35.885,-75.681,-1.14,0.1,0.1,754,38,38,0,1,17,1
Northern NC,35.885,-75.681,-1.04,0.1,0.1,719,30,30,0,1,17,1
Northern NC,35.885,-75.681,-0.99,0.1,0.1,688,22,22,0,1,17,1
Northern NC,35.885,-75.681,-0.93,0.1,0.1,619,37,37,0,1,17,1
Northern NC,35.885,-75.681,-0.82,0.1,0.1,558,30,30,0,1,17,1
Northern NC,35.885,-75.681,-0.81,0.1,0.1,534,24,24,0,1,17,1
Northern NC,35.885,-75.681,-0.74,0.1,0.1,471,42,42,0,1,17,1
Northern NC,35.885,-75.681,-0.72,0.1,0.1,435,41,41,0,1,17,1
Northern NC,35.885,-75.681,-0.72,0.1,0.1,391,38,38,0,1,17,1
Northern NC,35.885,-75.681,-0.65,0.1,0.1,375,37,37,0,1,17,1
Northern NC,35.885,-75.681,-0.59,0.1,0.1,311,40,40,0,1,17,1
Northern NC,35.885,-75.681,-0.52,0.1,0.1,224,21,21,0,1,17,1
Northern NC,35.885,-75.681,-0.5,0.1,0.1,199,27,27,0,1,17,1
Northern NC,35.885,-75.681,-0.41,0.1,0.1,119,33,33,0,1,17,1
Northern NC,35.885,-75.681,-0.35,0.1,0.1,73,22,22,0,1,17,1
Northern NC,35.885,-75.681,-0.32,0.1,0.1,28,5,5,0,1,17,1
Northern NC,35.885,-75.681,-0.31,0.1,0.1,24,5,5,0,1,17,1
Northern NC,35.885,-75.681,-0.25,0.1,0.1,19,5,5,0,1,17,1
Northern NC,35.885,-75.681,-0.23,0.1,0.1,17,5,5,0,1,17,1
Northern NC,35.885,-75.681,-0.25,0.1,0.1,6,3,3,0,1,17,1
Northern NC,35.885,-75.681,-0.19,0.1,0.1,2,3,3,0,1,17,1
Northern NC,35.885,-75.681,-0.17,0.1,0.1,-7,2,2,0,1,17,1
Northern NC,35.885,-75.681,-0.17,0.1,0.1,-9,2,2,0,1,17,1
Northern NC,35.885,-75.681,-0.18,0.1,0.1,-11,2,2,0,1,17,1
Northern NC,35.885,-75.681,-0.16,0.1,0.1,-15,2,2,0,1,17,1
Northern NC,35.885,-75.681,-0.1,0.1,0.1,-19,2,2,0,1,17,1
Northern NC,35.885,-75.681,-0.11,0.1,0.1,-23,3,3,0,1,17,1
Northern NC,35.885,-75.681,-0.07,0.1,0.1,-27,3,3,0,1,17,1
Northern NC,35.885,-75.681,-2.5,0.12,0.12,1983,69,69,0,1,17,1
Northern NC,35.885,-75.681,-2.42,0.12,0.12,1893,63,63,0,1,17,1
Northern NC,35.885,-75.681,-2.41,0.12,0.12,1856,60,60,0,1,17,1
Northern NC,35.885,-75.681,-2.28,0.12,0.12,1818,65,65,0,1,17,1
Northern NC,35.885,-75.681,-2.22,0.12,0.12,1713,68,68,0,1,17,1
